,Number,Input_A1_001,Input_A1_002,Input_A1_003,Input_A1_004,Input_A1_005,Input_A1_006,Input_A1_007,Input_A1_009,Input_A1_011,Input_A1_012,Input_A1_013,Input_A1_014,Input_A1_015,Input_A1_016,Input_A1_017,Input_A1_018,Input_A1_019,Input_A1_021,Input_A1_022,Input_A1_023,Input_A1_024,Input_A2_001,Input_A2_002,Input_A2_003,Input_A2_004,Input_A2_005,Input_A2_006,Input_A2_007,Input_A2_009,Input_A2_011,Input_A2_012,Input_A2_013,Input_A2_014,Input_A2_015,Input_A2_018,Input_A2_019,Input_A2_020,Input_A2_021,Input_A2_022,Input_A2_023,Input_A3_001,Input_A3_002,Input_A3_003,Input_A3_004,Input_A3_005,Input_A3_006,Input_A3_007,Input_A3_009,Input_A3_011,Input_A3_012,Input_A3_014,Input_A3_019,Input_A3_020,Input_A3_021,Input_A3_022,Input_A3_023,Input_A3_024,Input_A4_001,Input_A4_002,Input_A4_003,Input_A4_004,Input_A4_005,Input_A4_006,Input_A4_007,Input_A4_009,Input_A4_011,Input_A4_012,Input_A4_013,Input_A4_014,Input_A4_015,Input_A4_016,Input_A4_017,Input_A4_018,Input_A4_019,Input_A4_020,Input_A4_021,Input_A4_022,Input_A4_023,Input_A4_024,Input_A5_001,Input_A5_002,Input_A5_003,Input_A5_004,Input_A5_005,Input_A5_006,Input_A5_007,Input_A5_009,Input_A5_011,Input_A5_012,Input_A5_013,Input_A5_014,Input_A5_015,Input_A5_016,Input_A5_017,Input_A5_018,Input_A5_019,Input_A5_020,Input_A5_021,Input_A5_022,Input_A5_023,Input_A5_024,Input_A6_002,Input_A6_003,Input_A6_004,Input_A6_005,Input_A6_006,Input_A6_007,Input_A6_009,Input_A6_012,Input_A6_013,Input_A6_014,Input_A6_015,Input_A6_016,Input_A6_017,Input_A6_018,Input_A6_020,Input_A6_021,Input_A6_022,Input_A6_023,Input_C_001,Input_C_005,Input_C_007,Input_C_008,Input_C_010,Input_C_011,Input_C_012,Input_C_014,Input_C_039,Input_C_040,Input_C_041,Input_C_042,Input_C_043,Input_C_044,Input_C_045,Input_C_047,Input_C_048,Input_C_051,Input_C_052,Input_C_053,Input_C_054,Input_C_055,Input_C_056,Input_C_059,Input_C_060,Input_C_061,Input_C_062,Input_C_092,Input_C_093,Input_C_094,Input_C_095,Input_C_097,Input_C_098,Input_C_099,Input_C_100,Input_C_101,Input_C_102,Input_C_103,Input_C_104,Input_C_105,Input_C_106,Input_C_107,Input_C_108,Input_C_109,Input_C_110,Input_C_111,Input_C_112,Input_C_113,Input_C_114,Input_C_115,Input_C_116,Input_C_117,Input_C_118,Input_C_119,Input_C_120,Input_C_121,Input_C_122,Input_C_123,Input_C_124,Input_C_125,Input_C_126,Input_C_127,Input_C_128,Input_C_129,Input_C_130,Input_C_131,Input_C_133,Input_C_134,Input_C_135,Input_C_136,Input_C_137,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Input_C_015_Y,Input_C_015_X,Input_C_016_Y,Input_C_016_X,Input_C_017_Y,Input_C_017_X,Input_C_018_Y,Input_C_018_X,Input_C_019_Y,Input_C_019_X,Input_C_020_Y,Input_C_020_X,Input_C_021_Y,Input_C_021_X,Input_C_022_Y,Input_C_022_X,Input_C_023_Y,Input_C_023_X,Input_C_024_Y,Input_C_024_X,Input_C_025_Y,Input_C_025_X,Input_C_026_Y,Input_C_026_X,Input_C_027_Y,Input_C_027_X,Input_C_028_Y,Input_C_028_X,Input_C_029_Y,Input_C_029_X,Input_C_030_Y,Input_C_030_X,Input_C_031_Y,Input_C_031_X,Input_C_032_Y,Input_C_032_X,Input_C_033_Y,Input_C_033_X,Input_C_034_Y,Input_C_034_X,Input_C_035_Y,Input_C_035_X,Input_C_036_Y,Input_C_036_X,Input_C_037_Y,Input_C_037_X,Input_C_038_Y,Input_C_038_X,Predict
175,Train176,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.016,0.004,0.004,0.008,0.006,0.002,-0.02,-0.02,-0.03,-0.03,-0.01,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.01,0.003,0.002,0.008,0.004,0.006,-0.04,-0.05,-0.03,0.2,0.5,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.002,0.005,0.01,0.006,-0.02,0.2,0.6,0.04,0.04,0.04,0.12,0.09,0.05,0.02,0.0,0.002,0.012,0.004,0.004,0.006,0.002,0.004,0.01,-0.01,-0.03,-0.04,-0.02,0.1,0.6,0.05,0.05,0.05,0.16,0.14,0.07,0.03,0.0,0.008,0.01,0.002,0.004,0.01,0.006,0.004,-0.05,-0.03,-0.02,-0.01,-0.04,0.2,0.6,0.04,0.04,0.04,0.08,0.04,0.02,0.0,0.002,0.008,0.002,0.008,0.004,0.002,-0.04,-0.01,-0.02,-0.04,0.1,0.5,0.02,0.02,4.0,0.002,0.0,2.5,0.02,0.003,0.004,0.005,0.0009,0.0011,0.0009,0.0014,0.0011,0.0009,0.0009,0.0007,0.0008,0.003,0.006,0.005,0.006,0.008,0.004,0.005,0.022000000000000002,834.0,834.0,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,15.92,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.02,0.02,0.01,0.03,0.01,0.05,0.05,0.03,0.01,0.02,0.05,0.05,0.01,0.01,0.03,0.05,0.05,0.02,0.006,0.006999999999999999,3.9,1.0,1.0,3.793,3.554,3.5039999999999996,3.4730000000000003,2.94,3.197,0.0,0.0,2.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,1.0,-5.0,0.0,-5.0,1.0,-5.0,0.0,-5.0,0.0,-3.0,-1.0,-4.0,0.0,-4.0,0.0,-1.0,0.005
176,Train177,0.0,0.0,0.0,0.0,0.0,0.016,0.013999999999999999,0.003,0.004,0.01,0.006,0.004,0.02,-0.03,-0.03,-0.04,-0.03,0.563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.013999999999999999,0.002,0.002,0.008,0.004,0.002,0.03,-0.03,-0.04,0.2,0.541,-0.01,-0.01,0.0,0.0,0.0,0.03,0.05,0.002,0.02,0.003,0.002,0.01,0.008,-0.05,0.0,0.588,0.02,-0.02,-0.02,0.0,0.0,0.02,0.04,0.07,0.002,0.013999999999999999,0.003,0.004,0.01,0.006,0.004,0.01,-0.05,-0.02,-0.03,-0.05,0.3,0.574,-0.03,-0.03,-0.03,0.0,0.0,0.02,0.04,0.07,0.006,0.02,0.005,0.002,0.008,0.006,0.004,0.02,-0.04,-0.03,-0.03,-0.04,0.0,0.5660000000000001,-0.01,-0.01,-0.01,0.0,0.0,0.0,0.0,0.012,0.013999999999999999,0.003,0.01,0.008,0.008,0.02,-0.05,-0.03,-0.04,0.0,0.584,0.02,0.02,4.0,0.002,0.002,2.5,0.01,0.003,0.004,0.005,0.001,0.0011,0.0007,0.0004,0.0009,0.001,0.0009,0.0012,0.0011,0.003,0.006999999999999999,0.002,0.006,0.006999999999999999,0.004,0.005,0.012,834.0,834.0,0.01,0.01,0.02,0.02,0.01,0.0,0.01,0.02,0.01,0.01,0.01,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.02,0.03,0.04,0.04,0.02,0.04,0.03,0.01,0.01,0.01,0.02,0.03,0.03,0.04,0.04,0.04,0.02,0.005,-0.003,3.9,1.0,1.0,3.713,3.957,2.862,2.911,4.091,2.903,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,-1.0,-3.0,-1.0,-4.0,0.0,-3.0,1.0,-4.0,-1.0,-2.0,-1.0,-4.0,1.0,-5.0,0.0,-4.0,0.002
177,Train178,0.0,0.0,0.0,0.02,0.04,0.002,0.006,0.005,0.004,0.009000000000000001,0.002,0.006,0.02,-0.04,-0.02,-0.02,-0.05,0.521,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.006,0.008,0.003,0.002,0.01,0.002,0.006,0.03,-0.03,-0.01,0.4,0.41100000000000003,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.008,0.003,0.004,0.01,0.004,-0.02,0.0,0.521,0.03,0.03,0.03,0.0,0.0,0.0,0.03,0.05,0.003,0.006,0.005,0.004,0.01,0.006,0.002,0.02,-0.05,-0.03,-0.02,-0.04,0.1,0.513,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.002,0.002,0.006,0.004,0.002,0.02,-0.03,-0.04,-0.02,-0.05,0.0,0.42100000000000004,0.03,0.03,0.03,0.0,0.0,0.02,0.03,0.002,0.006,0.005,0.008,0.002,0.006,0.03,-0.04,-0.05,-0.02,0.0,0.523,0.01,0.01,3.8,0.0,0.002,2.5,0.02,0.003,0.004,0.005,0.0011,0.001,0.001,0.001,0.001,0.001,0.0013,0.0009,0.0009,0.002,0.013000000000000001,0.003,0.011000000000000001,0.013000000000000001,0.004,0.003,0.019,834.0,835.0,0.01,0.02,0.01,0.02,0.01,0.0,0.01,0.01,0.0,0.01,0.02,15.95,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.0,159.07,0.04,0.02,0.02,0.04,0.02,0.01,0.04,0.02,0.03,0.01,0.02,0.04,0.02,0.04,0.04,0.02,0.04,0.03,0.003,0.005,4.0,1.0,1.0,3.1630000000000003,3.4210000000000003,3.253,4.06,2.839,3.063,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,2.0,-1.0,1.0,1.0,-3.0,0.0,-1.0,1.0,-4.0,0.0,4.0,2.0,-2.0,0.0,2.0,0.004
178,Train179,0.0,0.0,0.0,0.02,0.03,0.002,0.012,0.003,0.005,0.008,0.008,0.002,-0.02,-0.02,-0.01,-0.03,-0.02,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.003,0.004,0.006,0.006,0.006,0.03,-0.02,-0.01,0.1,0.6,-0.01,-0.01,0.0,0.0,0.0,0.02,0.03,0.002,0.013999999999999999,0.002,0.004,0.006,0.004,-0.03,0.1,0.6,0.02,0.02,0.02,0.08,0.06,0.03,0.0,0.0,0.004,0.016,0.004,0.004,0.008,0.006,0.006,0.04,-0.01,-0.02,-0.04,-0.02,0.1,0.5,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.005,0.018000000000000002,0.003,0.005,0.008,0.008,0.008,0.02,-0.03,-0.02,-0.03,-0.02,0.2,0.5,-0.02,-0.02,-0.02,0.0,0.02,0.04,0.07,0.012,0.018000000000000002,0.003,0.006,0.002,0.008,-0.04,-0.01,-0.01,-0.02,0.2,0.5,0.0,0.0,3.8,0.002,0.0,3.0,0.02,0.003,0.005,0.005,0.0013,0.0009,0.0015,0.001,0.0006,0.0011,0.001,0.0013,0.0007,0.002,0.011000000000000001,0.005,0.009000000000000001,0.015,0.006,0.005,0.011000000000000001,834.0,834.0,0.01,0.01,0.01,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.01,15.97,0.01,0.0,0.0,0.01,0.01,0.01,0.01,0.01,159.08,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.04,0.02,0.03,0.005,0.005,3.8,1.0,1.0,4.285,3.707,4.274,4.093,4.19,3.658,0.0,-1.0,2.0,0.0,-2.0,-1.0,-1.0,0.0,0.0,0.0,2.0,-1.0,-1.0,0.0,-1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,1.0,1.0,-2.0,0.0,0.0,1.0,0.0,-1.0,0.0,-3.0,1.0,-3.0,1.0,-4.0,0.0,-2.0,0.0,-2.0,1.0,1.0,1.0,-1.0,0.004
179,Train180,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.016,0.003,0.004,0.006,0.008,0.008,0.02,-0.04,-0.04,-0.04,-0.04,0.504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.024,0.002,0.002,0.01,0.006,0.006,-0.02,-0.03,-0.04,0.2,0.5479999999999999,-0.02,-0.02,0.1,0.08,0.04,0.02,0.0,0.008,0.02,0.003,0.002,0.009000000000000001,0.004,-0.05,0.1,0.598,-0.02,-0.02,-0.02,0.0,0.0,0.0,0.0,0.0,0.006,0.02,0.002,0.003,0.006,0.004,0.006,0.03,-0.05,-0.04,-0.04,-0.05,0.1,0.562,0.01,0.01,0.01,0.0,0.0,0.02,0.03,0.08,0.003,0.016,0.005,0.003,0.008,0.008,0.008,0.0,-0.04,-0.03,-0.03,-0.04,0.3,0.5720000000000001,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.016,0.02,0.002,0.008,0.002,0.006,0.01,-0.04,-0.03,-0.03,0.1,0.588,0.0,0.0,4.0,0.0,0.002,3.0,0.01,0.003,0.005,0.006,0.0007,0.0007,0.0007,0.0007,0.0005,0.0006,0.0006,0.001,0.0015,0.002,0.01,0.004,0.009000000000000001,0.013000000000000001,0.005,0.005,0.018000000000000002,834.0,834.0,0.01,0.02,0.02,0.02,0.01,0.0,0.01,0.02,0.01,0.01,0.0,15.97,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.04,0.02,0.01,0.01,0.03,0.04,0.04,0.02,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.02,-0.006,0.004,3.7,1.0,1.0,3.8569999999999998,3.495,3.1010000000000004,3.0839999999999996,3.528,3.529,1.0,-1.0,2.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,2.0,-1.0,1.0,1.0,2.0,1.0,2.0,0.003
180,Train181,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.004,0.002,0.01,0.002,0.004,0.02,-0.01,-0.02,-0.01,-0.02,0.583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013999999999999999,0.01,0.004,0.002,0.006,0.006,0.002,0.02,-0.02,-0.02,0.0,0.5820000000000001,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.006,0.002,0.002,0.008,0.006,-0.01,0.0,0.584,0.02,0.02,0.02,0.0,0.0,0.02,0.03,0.08,0.002,0.005,0.005,0.004,0.008,0.004,0.006,0.03,-0.01,-0.01,-0.04,-0.03,0.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.005,0.002,0.002,0.004,0.006,0.004,0.002,0.02,-0.01,-0.01,-0.03,-0.03,0.0,0.551,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.01,0.003,0.003,0.009000000000000001,0.006,0.002,0.03,-0.03,-0.03,-0.02,8.0,0.531,0.01,0.01,4.0,0.002,0.0,2.5,0.02,0.003,0.005,0.006,0.0013,0.0011,0.0013,0.0011,0.0009,0.0011,0.001,0.001,0.0011,0.002,0.009000000000000001,0.004,0.009000000000000001,0.012,0.005,0.006,0.011000000000000001,834.0,834.0,0.01,0.02,0.01,0.0,0.01,0.02,0.02,0.02,0.01,0.01,0.0,15.93,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.04,0.04,0.02,0.03,0.04,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.04,0.04,0.02,0.04,0.02,-0.005,-0.006,3.8,1.0,1.0,3.57,3.463,4.052,3.3819999999999997,3.302,3.801,0.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,-1.0,1.0,1.0,-2.0,0.0,-3.0,1.0,-2.0,1.0,-3.0,-1.0,-3.0,-1.0,-4.0,0.0,-2.0,0.0,-4.0,0.004
181,Train182,0.07,0.05,0.03,0.0,0.0,0.006,0.01,0.003,0.002,0.006,0.004,0.002,-0.01,-0.04,-0.04,-0.04,-0.05,0.524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.008,0.002,0.002,0.006,0.004,0.004,-0.02,-0.05,-0.04,0.0,0.498,0.01,0.01,0.0,0.0,0.02,0.03,0.08,0.008,0.004,0.004,0.003,0.01,0.002,-0.05,0.1,0.486,0.02,0.02,0.02,0.0,0.0,0.02,0.05,0.1,0.006,0.009000000000000001,0.003,0.004,0.009000000000000001,0.002,0.002,-0.01,-0.05,-0.04,-0.04,-0.05,0.1,0.5720000000000001,0.03,0.03,0.03,0.0,0.0,0.03,0.07,0.14,0.013999999999999999,0.006,0.002,0.002,0.006,0.002,0.004,0.02,-0.05,-0.05,-0.04,-0.04,0.2,0.562,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.008,0.002,0.002,0.006,0.004,0.002,0.01,-0.05,-0.05,-0.05,0.2,0.594,0.01,0.01,3.4,0.002,0.0,3.5,0.02,0.003,0.004,0.006,0.0011,0.0009,0.0013,0.0013,0.0002,0.0011,0.0011,0.0007,0.0009,0.002,0.008,0.003,0.005,0.01,0.004,0.006,0.016,834.0,834.0,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.01,15.96,0.01,0.0,0.01,0.0,0.01,0.01,0.01,0.01,159.07,0.04,0.04,0.01,0.01,0.01,0.04,0.01,0.01,0.04,0.01,0.04,0.04,0.02,0.02,0.02,0.03,0.03,0.04,-0.008,-0.008,3.7,1.0,1.0,3.572,3.59,3.4739999999999998,3.557,3.948,3.425,1.0,-1.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-2.0,0.0,1.0,1.0,-1.0,1.0,-2.0,1.0,4.0,1.0,-2.0,2.0,2.0,1.0,4.0,0.004
182,Train183,0.0,0.0,0.0,0.0,0.0,0.008,0.006,0.002,0.003,0.008,0.004,0.002,-0.03,-0.02,-0.03,-0.02,-0.02,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.013999999999999999,0.002,0.004,0.006,0.004,0.004,-0.03,-0.02,-0.03,0.2,0.6,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.002,0.016,0.002,0.004,0.003,0.004,-0.03,0.2,0.6,0.04,0.04,0.04,0.15,0.13,0.06,0.03,0.0,0.004,0.01,0.003,0.003,0.009000000000000001,0.002,0.002,-0.02,-0.03,-0.04,-0.02,-0.01,0.2,0.6,0.04,0.04,0.04,0.12,0.09,0.05,0.02,0.0,0.002,0.006999999999999999,0.002,0.003,0.006,0.004,0.006,-0.03,-0.04,-0.03,-0.02,-0.02,0.2,0.6,0.04,0.04,0.04,0.08,0.04,0.02,0.0,0.004,0.008,0.002,0.01,0.002,0.006,0.02,-0.04,-0.03,-0.04,0.2,0.6,0.01,0.01,4.0,0.002,0.002,2.5,0.02,0.003,0.004,0.006,0.0014,0.0011,0.0007,0.0004,0.0013,0.0006,0.0004,0.001,0.0007,0.003,0.006999999999999999,0.005,0.008,0.011000000000000001,0.005,0.005,0.012,835.0,834.0,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,15.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.01,0.03,0.05,0.01,0.05,0.02,0.03,0.05,0.01,0.01,0.03,0.02,0.05,0.01,0.04,0.04,0.04,0.01,-0.003,-0.004,4.2,2.0,2.0,3.8960000000000004,3.1519999999999997,3.9789999999999996,4.698,3.892,2.943,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,-1.0,1.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,-1.0,1.0,0.0,-2.0,0.0,-3.0,1.0,-3.0,0.0,-2.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.003
183,Train184,0.0,0.0,0.0,0.0,0.0,0.004,0.004,0.004,0.003,0.009000000000000001,0.004,0.004,-0.05,-0.04,-0.02,-0.03,-0.04,0.45299999999999996,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.12,0.008,0.012,0.002,0.004,0.009000000000000001,0.002,0.002,0.01,-0.04,-0.05,0.1,0.564,0.01,0.01,0.0,0.0,0.03,0.07,0.12,0.006,0.004,0.004,0.002,0.009000000000000001,0.004,-0.05,0.2,0.532,-0.01,-0.01,-0.01,0.0,0.02,0.04,0.08,0.16,0.006,0.01,0.003,0.002,0.009000000000000001,0.004,0.004,-0.04,-0.05,-0.04,-0.04,-0.04,0.4,0.578,0.02,0.02,0.02,0.0,0.05,0.1,0.2,0.3,0.003,0.003,0.003,0.002,0.009000000000000001,0.002,0.004,0.03,-0.04,-0.03,-0.02,-0.04,0.0,0.552,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.003,0.01,0.002,0.009000000000000001,0.002,0.002,-0.01,-0.03,-0.02,-0.03,0.1,0.541,0.03,0.03,4.0,0.0,0.002,3.5,0.01,0.003,0.005,0.005,0.0012,0.0008,0.0012,0.0013,0.0007,0.0012,0.0012,0.001,0.0011,0.002,0.006,0.003,0.004,0.008,0.005,0.005,0.011000000000000001,834.0,834.0,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.01,0.0,0.01,0.01,15.94,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.03,0.04,0.04,0.02,0.01,0.03,0.02,0.02,0.04,0.04,0.03,0.03,0.02,0.01,0.03,0.02,0.01,0.006,0.005,3.8,1.0,1.0,2.9010000000000002,3.247,3.443,3.181,3.659,3.685,0.0,0.0,0.0,-1.0,1.0,-1.0,1.0,0.0,1.0,-1.0,-1.0,-1.0,1.0,-1.0,0.0,-1.0,0.0,1.0,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,-1.0,0.0,1.0,1.0,0.0,1.0,1.0,-2.0,0.0,-2.0,1.0,-2.0,2.0,-2.0,-1.0,0.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.003
184,Train185,0.12,0.09,0.05,0.02,0.0,0.004,0.009000000000000001,0.002,0.004,0.009000000000000001,0.004,0.002,0.01,-0.04,-0.03,-0.03,-0.03,0.547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.003,0.003,0.004,0.006,0.002,0.004,-0.03,-0.02,-0.03,0.2,0.588,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.006,0.006999999999999999,0.002,0.004,0.01,0.004,-0.03,0.1,0.564,0.01,0.01,0.01,0.0,0.0,0.02,0.04,0.09,0.002,0.009000000000000001,0.003,0.004,0.006,0.002,0.006,0.01,-0.04,-0.02,-0.03,-0.03,0.3,0.534,0.03,0.03,0.03,0.0,0.0,0.0,0.02,0.04,0.004,0.006,0.002,0.002,0.008,0.006,0.004,0.02,-0.03,-0.03,-0.02,-0.02,0.1,0.561,0.03,0.03,0.03,0.0,0.0,0.03,0.05,0.004,0.002,0.002,0.004,0.002,0.002,0.04,-0.03,-0.02,-0.02,0.1,0.596,0.02,0.02,3.5,0.0,0.002,2.5,0.02,0.003,0.004,0.005,0.0015,0.0011,0.0012,0.0011,0.0009,0.001,0.0011,0.0012,0.001,0.004,0.012,0.005,0.011000000000000001,0.015,0.005,0.005,0.017,834.0,834.0,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.02,0.01,15.95,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,159.07,0.04,0.01,0.01,0.02,0.03,0.05,0.01,0.01,0.02,0.03,0.04,0.04,0.01,0.01,0.01,0.05,0.04,0.01,-0.005,-0.005,3.7,2.0,2.0,3.616,3.9339999999999997,4.163,3.386,3.773,3.6039999999999996,0.0,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,1.0,1.0,1.0,-1.0,0.0,-1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,-1.0,1.0,-1.0,4.0,-1.0,2.0,-1.0,1.0,0.0,2.0,0.0,5.0,0.0,4.0,1.0,4.0,0.0,3.0,0.004
185,Train186,0.12,0.09,0.05,0.02,0.0,0.006,0.012,0.002,0.004,0.006999999999999999,0.004,0.002,-0.05,-0.05,-0.05,-0.05,-0.03,0.596,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.004,0.01,0.003,0.003,0.009000000000000001,0.006,0.002,-0.05,-0.02,-0.02,1.0,0.6,0.02,0.02,0.12,0.1,0.05,0.02,0.0,0.003,0.016,0.003,0.005,0.008,0.004,-0.05,1.0,0.5660000000000001,0.02,0.02,0.02,0.15,0.13,0.06,0.03,0.0,0.004,0.008,0.002,0.004,0.004,0.002,0.002,-0.05,-0.02,-0.05,-0.04,-0.05,1.0,0.565,0.04,0.03,0.03,0.07,0.05,0.03,0.0,0.0,0.002,0.006,0.002,0.003,0.008,0.004,0.006,-0.05,-0.05,-0.04,-0.04,-0.03,1.0,0.6,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.008,0.005,0.005,0.006999999999999999,0.002,0.004,-0.05,-0.03,-0.03,-0.03,1.0,0.578,0.02,0.02,3.8,0.002,0.0,2.5,0.03,0.002,0.004,0.005,0.0018,0.0012,0.0013,0.0013,0.0011,0.0014,0.0014,0.001,0.0011,0.003,0.013000000000000001,0.004,0.012,0.015,0.005,0.004,0.016,834.0,834.0,0.0,0.01,0.01,0.01,0.02,0.02,0.0,0.02,0.01,0.01,0.01,15.96,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,159.07,0.01,0.05,0.02,0.02,0.05,0.01,0.01,0.01,0.04,0.05,0.03,0.04,0.04,0.04,0.02,0.01,0.03,0.04,0.004,0.004,4.0,2.0,1.0,3.628,3.718,4.55,3.48,3.5189999999999997,3.972,-1.0,0.0,1.0,-1.0,-2.0,0.0,-1.0,-1.0,0.0,-1.0,1.0,0.0,-1.0,-1.0,-1.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.0,-1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-2.0,-1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,-2.0,0.002
